File_Name,Speaker,Utterance_id,Words,Word_Syllable_Count,Syllable,Syllable_Phones,Syllable_Index,Syllable_position,Word_Index_in_Utt,Word_Index_Reversed,Phrase_Position,Is_Interrogative,Is_Exclamative,Preceded_by_Silence,Followed_by_Silence,Syllable_Start,Syllable_End,Syllable_Duration,Vowel,Start_Time,Quartile_2,End_Time,Duration,Intensity_Q2,Pitch_Q2,F1_mid,F2_mid,Spectral_Tilt_DB,Utterance_Start,Utterance_End,Utterance_Duration,Utt_Syll_Count,Pace_SPS,Matteson_Stress,Log_Duration,Log_Pitch,Log_F1,Log_F2,Duration_z,Pitch_z,Intensity_Q2_z,Spectral_Tilt_DB_z,F1_z,F2_z,Pace_SPS_z,Syllable_position_z,Syllable_Index_z,Word_Index_in_Utt_z,Word_Index_Reversed_z
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_53,wawilonya,4,lo,l o,2,1,1,4,medial,False,False,False,False,179.46,179.5,0.04,o,179.48,179.49,179.5,0.02,82.142,139.719,330.5312,1436.0706,-21.1494,178.18,184.1,5.92,21,3.5473,Primary_stress,-3.912,4.9396,5.8007,7.2697,-0.6116,-0.0797,0.2501,-0.3685,-0.8029,-0.3348,-0.6178,-0.5466,0.2524,-0.4275,1.9632
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_53,wawilonya,4,nya,n j a,3,0,1,4,medial,False,False,False,True,179.5,179.56,0.06,a,179.54,179.55,179.56,0.02,82.0525,139.6367,314.8931,2107.2189,-21.3626,178.18,184.1,5.92,21,3.5473,Unstressed,-3.912,4.939,5.7522,7.6531,-0.6116,-0.0838,0.2365,-0.4086,-0.9426,0.9538,-0.6178,-1.137,0.8236,-0.4275,1.9632
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_53,yinrikluyakawa,6,yi,j i,0,5,2,3,medial,False,False,True,False,180.11,180.15,0.04,i,180.13,180.14,180.15,0.02,64.8435,149.1944,969.7536,1955.0805,-14.359,178.18,184.1,5.92,21,3.5473,Secondary_stress,-3.912,5.0053,6.877,7.5782,-0.6116,0.373,-2.3873,0.9088,2.2984,0.702,-0.6178,1.8147,-0.89,0.2312,1.2119
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_53,kristoklupotunanuko,8,kri,k r i,0,7,5,0,final,False,False,True,False,182.47,182.77,0.3,i,182.52,182.645,182.77,0.25,84.8326,145.5277,387.2193,2066.8835,-27.1738,178.18,184.1,5.92,21,3.5473,Secondary_stress,-1.3863,4.9804,5.959,7.6338,2.0962,0.2013,0.6603,-1.5018,-0.3468,0.8889,-0.6178,2.9953,-0.89,2.2074,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_53,kristoklupotunanuko,8,sto,s t o,1,6,5,0,final,False,False,False,False,182.77,182.91,0.14,o,182.81,182.86,182.91,0.1,83.396,135.9796,427.5767,954.1529,-21.3846,178.18,184.1,5.92,21,3.5473,Unstressed,-2.3026,4.9125,6.0581,6.8608,1.1139,-0.2669,0.4413,-0.4128,-0.0612,-1.7086,-0.6178,2.405,-0.3188,2.2074,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_53,kristoklupotunanuko,8,klu,k l ɨ,2,5,5,0,final,False,False,False,False,182.91,183.2,0.29,ɨ,183.09,183.145,183.2,0.11,63.4414,132.6346,378.4931,1857.0224,-24.4149,178.18,184.1,5.92,21,3.5473,Secondary_stress,-2.2073,4.8876,5.9362,7.5267,1.216,-0.4387,-2.6011,-0.9828,-0.4125,0.5291,-0.6178,1.8147,0.2524,2.2074,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_53,kristoklupotunanuko,8,po,p o,3,4,5,0,final,False,False,False,False,183.2,183.38,0.18,o,183.22,183.3,183.38,0.16,75.3172,125.4689,347.2293,1031.2394,-15.5657,178.18,184.1,5.92,21,3.5473,Unstressed,-1.8326,4.8321,5.85,6.9385,1.6177,-0.8219,-0.7904,0.6818,-0.6609,-1.4475,-0.6178,1.2243,0.8236,2.2074,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_53,kristoklupotunanuko,8,tu,t ɨ,4,3,5,0,final,False,False,False,False,183.38,183.42,0.04,ɨ,183.4,183.41,183.42,0.02,83.3931,149.2868,359.3694,1772.3047,-20.4335,178.18,184.1,5.92,21,3.5473,Secondary_stress,-3.912,5.0059,5.8844,7.48,-0.6116,0.3773,0.4409,-0.2339,-0.5619,0.3722,-0.6178,0.634,1.3948,2.2074,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_53,kristoklupotunanuko,8,na,n a,5,2,5,0,final,False,False,False,False,183.42,183.46,0.04,a,183.44,183.45,183.46,0.02,82.54,136.2152,331.7106,2008.2737,-19.5335,178.18,184.1,5.92,21,3.5473,Unstressed,-3.912,4.9142,5.8043,7.605,-0.6116,-0.2549,0.3108,-0.0646,-0.7927,0.7922,-0.6178,0.0437,1.966,2.2074,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_53,kristoklupotunanuko,8,nu,n ɨ,6,1,5,0,final,False,False,False,False,183.46,183.74,0.28,ɨ,183.48,183.61,183.74,0.26,82.9432,122.3181,788.2261,1540.9255,-13.0878,178.18,184.1,5.92,21,3.5473,Primary_stress,-1.3471,4.8066,6.6698,7.3401,2.1382,-0.9974,0.3723,1.148,1.7013,-0.0979,-0.6178,-0.5466,2.5372,2.2074,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_53,kristoklupotunanuko,8,ko,k o,7,0,5,0,final,False,False,False,True,183.74,184.1,0.36,o,183.92,184.01,184.1,0.18,74.6812,110.1597,369.2446,683.5321,-24.4968,178.18,184.1,5.92,21,3.5473,Unstressed,-1.7148,4.7019,5.9115,6.5273,1.744,-1.7198,-0.8874,-0.9982,-0.4838,-2.8295,-0.6178,-1.137,3.1084,2.2074,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_54,pamole,3,pa,p a,0,2,0,3,initial,False,False,True,False,184.76,184.8,0.04,a,184.78,184.79,184.8,0.02,82.3374,123.9604,502.1418,903.1459,-16.4535,184.76,186.69,1.93,12,6.2176,Unstressed,-3.912,4.82,6.2189,6.8059,-0.6116,-0.9054,0.2799,0.5148,0.402,-1.8932,0.5996,0.0437,-0.89,-1.0863,1.2119
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_54,pamole,3,mo,m o,1,1,0,3,initial,False,False,False,False,184.8,184.99,0.19,o,184.82,184.905,184.99,0.17,83.1353,149.9859,483.2006,779.3323,-27.426,184.76,186.69,1.93,12,6.2176,Primary_stress,-1.772,5.0105,6.1804,6.6584,1.6827,0.4095,0.4016,-1.5493,0.2912,-2.3887,0.5996,-0.5466,-0.3188,-1.0863,1.2119
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_54,pamole,3,le,l e,2,0,0,3,initial,False,False,False,False,184.99,185.03,0.04,e,185.01,185.02,185.03,0.02,85.1519,157.9336,313.1922,1567.2176,-21.1076,184.76,186.69,1.93,12,6.2176,Unstressed,-3.912,5.0622,5.7468,7.3571,-0.6116,0.7658,0.709,-0.3607,-0.9582,-0.0411,0.5996,-1.137,0.2524,-1.0863,1.2119
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_54,gepkoxamkoje,5,ge,h e,0,4,1,2,medial,False,False,False,False,185.09,185.26,0.17,e,185.24,185.25,185.26,0.02,82.4301,138.3886,468.8668,1677.6702,-18.1138,184.76,186.69,1.93,12,6.2176,Secondary_stress,-3.912,4.9301,6.1503,7.4252,-0.6116,-0.1457,0.294,0.2025,0.2045,0.1878,0.5996,1.2243,-0.89,-0.4275,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_54,gepkoxamkoje,5,pko,p k o,1,3,1,2,medial,False,False,False,False,185.26,185.47,0.21,o,185.43,185.45,185.47,0.04,81.9025,134.1972,380.226,1005.6099,-20.6738,184.76,186.69,1.93,12,6.2176,Unstressed,-3.2189,4.8993,5.9408,6.9133,0.1315,-0.3579,0.2136,-0.2791,-0.3994,-1.5321,0.5996,0.634,-0.3188,-0.4275,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_54,gepkoxamkoje,5,mko,m k o,3,1,1,2,medial,False,False,False,False,185.51,185.88,0.37,o,185.82,185.85,185.88,0.06,84.2385,153.1217,433.8148,940.6041,-20.8827,184.76,186.69,1.93,12,6.2176,Primary_stress,-2.8134,5.0312,6.0726,6.8465,0.5662,0.5523,0.5698,-0.3184,-0.0194,-1.7567,0.5996,-0.5466,0.8236,-0.4275,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_54,gepkoxamkoje,5,je,ç e,4,0,1,2,medial,False,False,False,False,185.88,186.01,0.13,e,185.99,186.0,186.01,0.02,82.7777,168.4636,410.3257,1986.9581,-21.8687,184.76,186.69,1.93,12,6.2176,Unstressed,-3.912,5.1267,6.017,7.5944,-0.6116,1.2111,0.347,-0.5039,-0.1798,0.7563,0.5996,-1.137,1.3948,-0.4275,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_54,gwashlu,2,gwa,h w a,0,1,2,1,midfinal,False,False,False,False,186.09,186.34,0.25,a,186.32,186.33,186.34,0.02,85.2007,161.7403,629.0774,1650.0899,-19.4341,184.76,186.69,1.93,12,6.2176,Primary_stress,-3.912,5.086,6.4443,7.4086,-0.6116,0.9301,0.7165,-0.0459,1.0514,0.1321,0.5996,-0.5466,-0.89,0.2312,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_55,wane,2,wa,w a,0,1,0,4,initial,False,False,True,False,186.87,187.04,0.17,a,187.02,187.03,187.04,0.02,81.6201,122.981,668.6278,1793.818,-20.3788,186.87,191.8,4.93,12,2.4341,Primary_stress,-3.912,4.812,6.5052,7.4921,-0.6116,-0.9601,0.1705,-0.2236,1.2271,0.4127,-1.1253,-0.5466,-0.89,-1.0863,1.9632
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_55,wane,2,ne,n e,1,0,0,4,initial,False,False,False,True,187.04,187.08,0.04,e,187.06,187.07,187.08,0.02,79.2255,124.6492,263.574,1419.8905,-26.1888,186.87,191.8,4.93,12,2.4341,Unstressed,-3.912,4.8255,5.5743,7.2583,-0.6116,-0.8672,-0.1946,-1.3165,-1.4552,-0.3728,-1.1253,-1.137,-0.3188,-1.0863,1.9632
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_55,geso,2,ge,h e,0,1,3,1,midfinal,False,False,True,False,191.03,191.27,0.24,e,191.25,191.26,191.27,0.02,85.6357,158.2992,448.51,1861.112,-25.2806,186.87,191.8,4.93,12,2.4341,Primary_stress,-3.912,5.0645,6.1059,7.5289,-0.6116,0.7817,0.7828,-1.1457,0.0766,0.5365,-1.1253,-0.5466,-0.89,0.8899,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_55,geso,2,so,s o,1,0,3,1,midfinal,False,False,False,True,191.27,191.31,0.04,o,191.29,191.3,191.31,0.02,75.7574,142.8823,812.7407,2230.1978,-19.5436,186.87,191.8,4.93,12,2.4341,Unstressed,-3.912,4.962,6.7004,7.7098,-0.6116,0.0747,-0.7233,-0.0665,1.7895,1.1444,-1.1253,-1.137,-0.3188,0.8899,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_55,kristo,2,kri,k r i,0,1,4,0,final,False,False,True,False,191.69,191.74,0.05,i,191.72,191.73,191.74,0.02,84.9885,137.3303,331.6848,1944.5816,-22.3615,186.87,191.8,4.93,12,2.4341,Primary_stress,-3.912,4.9224,5.8042,7.5728,-0.6116,-0.1987,0.6841,-0.5966,-0.7929,0.6839,-1.1253,-0.5466,-0.89,1.5486,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_56,runro,2,ru,r ɨ,0,1,1,1,midfinal,False,False,True,False,192.92,192.95,0.03,ɨ,192.93,192.94,192.95,0.02,84.213,170.1584,432.7877,1798.0539,-19.7401,192.05,194.1,2.05,6,2.9268,Primary_stress,-3.912,5.1367,6.0702,7.4945,-0.6116,1.2802,0.5659,-0.1034,-0.0263,0.4206,-0.9007,-0.5466,-0.89,-0.4275,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_56,runro,2,nro,n d o,1,0,1,1,midfinal,False,False,False,True,192.95,193.0,0.05,o,192.98,192.99,193.0,0.02,81.3279,170.943,324.2141,1457.7574,-27.2889,192.05,194.1,2.05,6,2.9268,Unstressed,-3.912,5.1413,5.7814,7.2847,-0.6116,1.3119,0.126,-1.5235,-0.8585,-0.2844,-0.9007,-1.137,-0.3188,-0.4275,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_57,gosi,2,go,h o,0,1,0,2,initial,False,False,True,False,194.22,194.36,0.14,o,194.23,194.295,194.36,0.13,83.7534,165.2759,424.6628,804.7703,-25.2558,194.22,197.03,2.81,12,4.2705,Primary_stress,-2.0402,5.1076,6.0513,6.6906,1.3951,1.0793,0.4958,-1.141,-0.0809,-2.2808,-0.2881,-0.5466,-0.89,-1.0863,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_57,gosi,2,si,s i,1,0,0,2,initial,False,False,False,True,194.36,194.4,0.04,i,194.38,194.39,194.4,0.02,70.2512,111.8725,855.7487,2189.1629,-16.4027,194.22,197.03,2.81,12,4.2705,Unstressed,-3.912,4.7174,6.752,7.6913,-0.6116,-1.6133,-1.5628,0.5244,1.9381,1.082,-0.2881,-1.137,-0.3188,-1.0863,0.4606
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_57,galuka,3,ga,h a,0,2,1,1,midfinal,False,False,True,False,194.83,194.86,0.03,a,194.84,194.85,194.86,0.02,84.8779,162.9493,377.6333,1652.2971,-18.8346,194.22,197.03,2.81,12,4.2705,Unstressed,-3.912,5.0934,5.9339,7.4099,-0.6116,0.9815,0.6673,0.0669,-0.4191,0.1366,-0.2881,0.0437,-0.89,-0.4275,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_57,galuka,3,lu,l ɨ,1,1,1,1,midfinal,False,False,False,False,194.86,194.9,0.04,ɨ,194.88,194.89,194.9,0.02,83.7778,160.6166,334.946,1919.1298,-19.6664,194.22,197.03,2.81,12,4.2705,Primary_stress,-3.912,5.079,5.814,7.5596,-0.6116,0.882,0.4995,-0.0896,-0.7647,0.6396,-0.2881,-0.5466,-0.3188,-0.4275,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_57,gnunrotletinitkalo,7,gnu,h n ɨ,0,6,2,0,final,False,False,True,False,196.54,196.59,0.05,ɨ,196.57,196.58,196.59,0.02,68.7195,161.3651,251.5741,919.5603,-30.2817,194.22,197.03,2.81,12,4.2705,Secondary_stress,-3.912,5.0837,5.5277,6.8239,-0.6116,0.9141,-1.7964,-2.0865,-1.5895,-1.8327,-0.2881,2.405,-0.89,0.2312,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_58,mawakanuwalo,6,ma,m a,0,5,0,0,final,False,False,True,False,197.14,197.18,0.04,a,197.16,197.17,197.18,0.02,85.4964,139.6076,683.3264,1097.6248,-13.2754,197.14,198.23,1.09,6,5.5046,Secondary_stress,-3.912,4.9388,6.527,7.0009,-0.6116,-0.0852,0.7616,1.1127,1.2898,-1.2379,0.2745,1.8147,-0.89,-1.0863,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_58,mawakanuwalo,6,wa,w a,1,4,0,0,final,False,False,False,False,197.18,197.4,0.22,a,197.38,197.39,197.4,0.02,84.3901,129.0097,591.7582,1250.7037,-15.6411,197.14,198.23,1.09,6,5.5046,Unstressed,-3.912,4.8599,6.3831,7.1315,-0.6116,-0.6299,0.5929,0.6676,0.8752,-0.7992,0.2745,1.2243,-0.3188,-1.0863,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_58,mawakanuwalo,6,ka,k a,2,3,0,0,final,False,False,False,False,197.4,197.66,0.26,a,197.64,197.65,197.66,0.02,81.4371,117.0313,703.4528,1506.3287,-17.5841,197.14,198.23,1.09,6,5.5046,Secondary_stress,-3.912,4.7624,6.556,7.3174,-0.6116,-1.3023,0.1426,0.3021,1.3734,-0.1742,0.2745,0.634,0.2524,-1.0863,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_58,mawakanuwalo,6,nu,n ɨ,3,2,0,0,final,False,False,False,False,197.66,197.77,0.11,ɨ,197.68,197.725,197.77,0.09,79.206,119.9382,290.6233,1400.5507,-21.861,197.14,198.23,1.09,6,5.5046,Unstressed,-2.4079,4.787,5.672,7.2446,1.0009,-1.133,-0.1975,-0.5024,-1.1737,-0.4189,0.2745,0.0437,0.8236,-1.0863,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_58,mawakanuwalo,6,wa,w a,4,1,0,0,final,False,False,False,False,197.77,198.05,0.28,a,198.03,198.04,198.05,0.02,86.0603,161.2331,597.4758,1291.3393,-15.4189,197.14,198.23,1.09,6,5.5046,Primary_stress,-3.912,5.0829,6.3927,7.1634,-0.6116,0.9084,0.8475,0.7094,0.9029,-0.6917,0.2745,-0.5466,1.3948,-1.0863,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_58,mawakanuwalo,6,lo,l o,5,0,0,0,final,False,False,False,True,198.05,198.23,0.18,o,198.07,198.15,198.23,0.16,83.2698,165.062,466.4822,947.893,-17.4994,197.14,198.23,1.09,6,5.5046,Unstressed,-1.8326,5.1063,6.1452,6.8542,1.6177,1.0704,0.4221,0.3181,0.1898,-1.7307,0.2745,-1.137,1.966,-1.0863,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_59,tetkatka,3,tka,t k a,1,1,0,5,initial,False,False,False,False,198.99,199.24,0.25,a,199.22,199.23,199.24,0.02,85.2848,165.4977,634.922,1462.562,-12.8977,198.95,204.27,5.32,22,4.1353,Primary_stress,-3.912,5.109,6.4535,7.2879,-0.6116,1.0885,0.7293,1.1837,1.0781,-0.2733,-0.3497,-0.5466,-0.3188,-1.0863,2.7145
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_59,tetkatka,3,tka,t k a,2,0,0,5,initial,False,False,False,False,199.24,199.53,0.29,a,199.51,199.52,199.53,0.02,83.6461,153.1502,485.8656,1642.8407,-18.0557,198.95,204.27,5.32,22,4.1353,Unstressed,-3.912,5.0314,6.1859,7.4042,-0.6116,0.5536,0.4794,0.2134,0.3071,0.1173,-0.3497,-1.137,0.2524,-1.0863,2.7145
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_59,kamshiro,3,ka,k a,0,2,1,4,medial,False,False,False,False,199.53,199.66,0.13,a,199.64,199.65,199.66,0.02,84.8094,155.3006,575.5986,1549.9452,-15.0782,198.95,204.27,5.32,22,4.1353,Unstressed,-3.912,5.0454,6.3554,7.346,-0.6116,0.6498,0.6568,0.7735,0.7954,-0.0783,-0.3497,0.0437,-0.89,-0.4275,1.9632
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_59,kamshiro,3,mshi,m ʃ i,1,1,1,4,medial,False,False,False,False,199.66,199.71,0.05,i,199.69,199.7,199.71,0.02,85.974,138.3339,720.5246,1404.5205,-14.8761,198.95,204.27,5.32,22,4.1353,Primary_stress,-3.912,4.9297,6.58,7.2475,-0.6116,-0.1485,0.8344,0.8116,1.4425,-0.4094,-0.3497,-0.5466,-0.3188,-0.4275,1.9632
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_59,kamshiro,3,ro,r o,2,0,1,4,medial,False,False,False,True,199.71,199.74,0.03,o,199.72,199.73,199.74,0.02,84.8895,133.6445,709.3622,1309.7213,-13.0207,198.95,204.27,5.32,22,4.1353,Unstressed,-3.912,4.8952,6.5644,7.1776,-0.6116,-0.3864,0.669,1.1606,1.3975,-0.6442,-0.3497,-1.137,0.2524,-0.4275,1.9632
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_59,tixinritka,4,ti,t i,0,3,2,3,medial,False,False,True,False,200.3,200.35,0.05,i,200.32,200.335,200.35,0.03,83.1088,140.714,277.1445,1980.5568,-20.6819,198.95,204.27,5.32,22,4.1353,Secondary_stress,-3.5066,4.9467,5.6245,7.5911,-0.1769,-0.0308,0.3975,-0.2806,-1.3105,0.7455,-0.3497,0.634,-0.89,0.2312,1.2119
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_59,tixinritka,4,xi,c i,1,2,2,3,medial,False,False,False,False,200.35,200.49,0.14,i,200.47,200.48,200.49,0.02,80.9442,145.634,259.7237,1999.3552,-24.2988,198.95,204.27,5.32,22,4.1353,Unstressed,-3.912,4.9811,5.5596,7.6006,-0.6116,0.2064,0.0675,-0.961,-1.4976,0.7772,-0.3497,0.0437,-0.3188,0.2312,1.2119
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_59,tixinritka,4,nri,n d i,2,1,2,3,medial,False,False,False,False,200.49,200.54,0.05,i,200.52,200.53,200.54,0.02,83.1601,135.2263,341.1168,2023.0998,-21.4733,198.95,204.27,5.32,22,4.1353,Primary_stress,-3.912,4.9069,5.8322,7.6124,-0.6116,-0.3052,0.4053,-0.4295,-0.7121,0.8169,-0.3497,-0.5466,0.2524,0.2312,1.2119
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_59,tixinritka,4,tka,t k a,3,0,2,3,medial,False,False,False,True,200.54,200.6,0.06,a,200.58,200.59,200.6,0.02,79.7584,137.1811,326.3802,1748.2964,-25.6574,198.95,204.27,5.32,22,4.1353,Unstressed,-3.912,4.9213,5.7881,7.4664,-0.6116,-0.2062,-0.1133,-1.2166,-0.8394,0.3263,-0.3497,-1.137,0.8236,0.2312,1.2119
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_60,tganurupa,4,nu,n ɨ,1,2,2,1,midfinal,False,False,False,False,204.73,204.77,0.04,ɨ,204.75,204.76,204.77,0.02,80.5544,112.6393,1070.918,1680.4842,-16.3454,204.27,205.68,1.41,8,5.6738,Unstressed,-3.912,4.7242,6.9763,7.4268,-0.6116,-1.5662,0.0081,0.5352,2.5844,0.1934,0.3517,0.0437,-0.3188,0.2312,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_60,tganurupa,4,ru,r ɨ,2,1,2,1,midfinal,False,False,False,False,204.77,204.8,0.03,ɨ,204.78,204.79,204.8,0.02,86.1026,141.725,798.0565,1636.9307,-17.8475,204.27,205.68,1.41,8,5.6738,Primary_stress,-3.912,4.9539,6.6822,7.4006,-0.6116,0.0186,0.854,0.2526,1.737,0.1052,0.3517,-0.5466,0.2524,0.2312,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_60,tganurupa,4,pa,p a,3,0,2,1,midfinal,False,False,False,True,204.8,204.84,0.04,a,204.82,204.83,204.84,0.02,84.1728,125.7139,814.3095,1502.4821,-13.4386,204.27,205.68,1.41,8,5.6738,Unstressed,-3.912,4.834,6.7023,7.3149,-0.6116,-0.8085,0.5598,1.082,1.7951,-0.1828,0.3517,-1.137,0.8236,0.2312,-0.2907
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_60,gosi,2,go,h o,0,1,3,0,final,False,False,True,False,205.42,205.64,0.22,o,205.43,205.535,205.64,0.21,86.0075,177.2808,763.2814,790.6413,-22.984,204.27,205.68,1.41,8,5.6738,Primary_stress,-1.5606,5.1777,6.6376,6.6728,1.9093,1.5631,0.8395,-0.7137,1.6086,-2.3403,0.3517,-0.5466,-0.89,0.8899,-1.042
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_61,rixanu,3,nu,n ɨ,2,0,1,4,medial,False,False,False,True,206.5,206.54,0.04,ɨ,206.52,206.53,206.54,0.02,79.7725,141.5285,358.0786,2140.0628,-24.419,205.91,209.05,3.14,21,6.6879,Unstressed,-3.912,4.9525,5.8808,7.6686,-0.6116,0.0091,-0.1112,-0.9836,-0.5723,1.0058,0.814,-1.137,0.2524,-0.4275,1.9632
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_61,poyagkakachrini,6,po,p o,0,5,2,3,medial,False,False,True,False,207.37,207.48,0.11,o,207.39,207.435,207.48,0.09,85.2053,143.1495,390.54,838.9034,-29.6344,205.91,209.05,3.14,21,6.6879,Secondary_stress,-2.4079,4.9639,5.9675,6.7321,1.0009,0.0876,0.7172,-1.9647,-0.3222,-2.1412,0.814,1.8147,-0.89,0.2312,1.2119
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_61,poyagkakachrini,6,ya,j a,1,4,2,3,medial,False,False,False,False,207.48,207.52,0.04,a,207.5,207.51,207.52,0.02,84.5565,142.8947,372.6449,2137.462,-20.2644,205.91,209.05,3.14,21,6.6879,Unstressed,-3.912,4.9621,5.9206,7.6674,-0.6116,0.0753,0.6183,-0.2021,-0.4574,1.0017,0.814,1.2243,-0.3188,0.2312,1.2119
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_61,poyagkakachrini,6,gka,ŋ k a,2,3,2,3,medial,False,False,False,False,207.52,207.85,0.33,a,207.83,207.84,207.85,0.02,84.4347,122.5659,529.4553,1571.668,-20.0319,205.91,209.05,3.14,21,6.6879,Secondary_stress,-3.912,4.8086,6.2718,7.3599,-0.6116,-0.9835,0.5997,-0.1583,0.5546,-0.0316,0.814,0.634,0.2524,0.2312,1.2119
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_61,poyagkakachrini,6,chri,tʃ r i,4,1,2,3,medial,False,False,False,False,208.14,208.19,0.05,i,208.17,208.18,208.19,0.02,87.1099,143.4601,360.2036,1976.8597,-22.2565,205.91,209.05,3.14,21,6.6879,Primary_stress,-3.912,4.9661,5.8867,7.5893,-0.6116,0.1026,1.0076,-0.5768,-0.5552,0.7392,0.814,-0.5466,1.3948,0.2312,1.2119
Matiyo_1_text,Matiyo_1_text_SPEAKER_02,Matiyo_1_text_utt_61,poyagkakachrini,6,ni,n i,5,0,2,3,medial,False,False,False,True,208.19,208.23,0.04,i,208.21,208.22,208.23,0.02,77.8104,146.7085,298.5403,1923.3097,-18.8374,205.91,209.05,3.14,21,6.6879,Unstressed,-3.912,4.9884,5.6989,7.5618,-0.6116,0.2571,-0.4103,0.0664,-1.0963,0.6469,0.814,-1.137,1.966,0.2312,1.2119
